trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9831197056650174}",25,0,-149.74223447334623,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9829362506302315}",30,0,-98.65150401357043,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9827518126592768}",30,0,-164.10075773687194,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9825663919365915}",20,0,-86.32430634616601,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9823799886475959}",25,0,-84.9045706802755,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.9821926029786937}",30,0,-188.49962715165245,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
191,False,"{'a': 0.5, 'e': 0.9820042351172703}",30,0,-75.60732860991962,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9818148852516937}",25,0,-88.81102520496377,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.9816245535713135}",20,0,-125.23268043114768,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9814332402664617}",25,0,-108.42558136937011,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.9812409455284513}",25,0,-176.4839723814091,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9810476695495772}",25,0,-235.16121346472931,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
197,False,"{'a': 0.5, 'e': 0.9808534125231153}",20,0,-106.9836213887412,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9806581746433227}",20,0,-130.27454198160066,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.9804619561054371}",25,0,-83.13231677669776,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.9802647571056771}",20,0,-74.39863965582272,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9800665778412416}",20,0,-167.632824398163,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
202,False,"{'a': 0.5, 'e': 0.97986741851031}",30,4,-86.742642587556,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.9796672793120416}",20,0,-76.92777709440459,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.9794661604465754}",20,0,-91.8674435535112,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.9792640621150305}",20,0,-118.59694570089712,"{0: 9, 1: 0, 2: 9, 3: 2, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.9790609845195051}",20,0,-79.19693990521746,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.9788569278630767}",25,0,-319.26008955474236,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 6}",0
208,False,"{'a': 0.5, 'e': 0.978651892349802}",20,0,-87.34104036655889,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9784458781847165}",20,0,-210.08645469160714,"{0: 9, 1: 2, 2: 3, 3: 3, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.9782388855738344}",20,0,-191.12815303026625,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
211,False,"{'a': 0.5, 'e': 0.9780309147241483}",25,0,-72.010420649838,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.9778219658436289}",20,0,-208.789766012283,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
213,False,"{'a': 0.5, 'e': 0.9776120391412251}",25,0,-199.602210339949,"{0: 11, 1: 3, 2: 6, 3: 3, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.9774011348268636}",25,10,-72.4343852294954,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.9771892531114489}",30,0,-255.31738820067895,"{0: 17, 1: 7, 2: 0, 3: 0, 4: 6}",0
216,False,"{'a': 0.5, 'e': 0.9769763942068623}",20,0,-77.6445693378201,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.9767625583259631}",20,0,-111.19177447558143,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.976547745682587}",20,0,-87.07815908210597,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.9763319564915464}",20,0,-150.16514860557297,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9761151909686308}",30,0,-308.8956454918736,"{0: 11, 1: 4, 2: 8, 3: 3, 4: 4}",0
221,False,"{'a': 0.5, 'e': 0.9758974493306055}",25,5,-106.19890187186525,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.9756787317952123}",20,0,-114.40736823427754,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.9754590385811684}",25,0,-111.71840765031729,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.9752383699081674}",25,0,-128.0029069289681,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.9750167259968777}",25,0,-143.43472434356497,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9747941070689433}",25,0,-149.52238571825004,"{0: 10, 1: 6, 2: 7, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.974570513346983}",20,0,-29.830927353922917,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.9743459450545906}",20,0,-56.65116354000369,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9741204024163344}",20,0,-62.8351995710471,"{0: 9, 1: 7, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9738938856577568}",20,0,-195.1858865838112,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
231,False,"{'a': 0.5, 'e': 0.9736663950053749}",25,5,-99.63483456401428,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.9734379306866789}",25,0,-146.10497311499682,"{0: 12, 1: 5, 2: 4, 3: 3, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.9732084929301336}",25,0,-68.31312109427736,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9729780819651762}",30,0,-135.80288625079723,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.9727466980222181}",20,0,-119.10237588020115,"{0: 7, 1: 2, 2: 10, 3: 1, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.972514341332643}",25,0,-82.80392769290714,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
237,False,"{'a': 0.5, 'e': 0.9722810121288076}",25,8,13.072442509040894,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.9720467106440411}",20,0,-105.96320270860275,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.971811437112645}",30,0,-121.1244485030664,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9715751917698927}",25,0,-113.6018665596031,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.9713379748520297}",20,0,-69.4626786894412,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.9710997865962726}",20,0,-64.28792835834157,"{0: 10, 1: 7, 2: 2, 3: 1, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.97086062724081}",25,0,-73.08043254171444,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.970620497024801}",25,0,-142.72907083530148,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9703793961883759}",35,12,-87.0576328590933,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.9701373249726354}",25,0,-218.26983951547317,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
247,False,"{'a': 0.5, 'e': 0.9698942836196508}",35,0,-290.959498405259,"{0: 17, 1: 6, 2: 6, 3: 1, 4: 5}",0
248,False,"{'a': 0.5, 'e': 0.9696502723724634}",20,0,-92.23215617888332,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.9694052914750845}",20,0,-128.729258336721,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.9691593411724948}",25,14,-79.77563014777776,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.9689124217106447}",25,0,-127.91380044717599,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.9686645333364537}",20,6,-16.998659349199986,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.9684156762978101}",25,0,-68.38396660149267,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.9681658508435709}",30,0,-103.88281267204444,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.9679150572235615}",25,0,-184.80657751600387,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
256,False,"{'a': 0.5, 'e': 0.9676632956885756}",20,0,-192.54163861103868,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
257,False,"{'a': 0.5, 'e': 0.9674105664903746}",30,0,-109.91986557879623,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9671568698816877}",20,0,-38.561624562629106,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.9669022061162116}",20,0,-149.42211942332176,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.9666465754486098}",25,0,-130.88581020976213,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.9663899781345132}",20,0,-111.79319017502677,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.966132414430519}",20,5,-150.4220091111239,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 4}",1
263,False,"{'a': 0.5, 'e': 0.9658738845941909}",25,4,-74.53028215158488,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.9656143888840587}",30,0,-231.3993800109624,"{0: 14, 1: 7, 2: 5, 3: 0, 4: 4}",0
265,False,"{'a': 0.5, 'e': 0.965353927559618}",20,0,-89.71828572078303,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9650925008813303}",25,0,-152.1764622899549,"{0: 11, 1: 5, 2: 6, 3: 2, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.9648301091106221}",25,0,-109.82315784269562,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.9645667525098851}",20,0,-25.030931069864504,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.9643024313424761}",25,0,-123.02815025665795,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
270,False,"{'a': 0.5, 'e': 0.964037145872716}",25,0,-104.63045631850581,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,0,-104.51082684552978,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9635036830882489}",25,0,-87.94915831599675,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.9632355063070045}",25,0,-219.5996236593554,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
274,False,"{'a': 0.5, 'e': 0.962966366290334}",20,0,-120.71414618350441,"{0: 7, 1: 2, 2: 10, 3: 1, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.9626962633073776}",20,0,-165.01298858002292,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.962425197628238}",25,0,-145.901609171747,"{0: 10, 1: 6, 2: 7, 3: 1, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.9621531695239809}",20,0,-162.17898695639047,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.9618801792666346}",30,0,-165.5473129219501,"{0: 13, 1: 4, 2: 10, 3: 3, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.9616062271291891}",35,0,-189.52228454591997,"{0: 20, 1: 5, 2: 6, 3: 2, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.9613313133855966}",35,0,-95.8824506267207,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.9610554383107709}",30,0,-122.98815202432526,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.960778602180587}",30,0,-146.83491979030754,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.9605008052718809}",25,0,-26.327456621774182,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.9602220478624496}",20,0,-91.9344640241431,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9599423302310505}",20,13,-10.607925950047512,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.9596616526574011}",25,0,-281.0654279065822,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 6}",0
287,False,"{'a': 0.5, 'e': 0.959380015422179}",20,0,-252.10492487986983,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 6}",0
288,False,"{'a': 0.5, 'e': 0.9590974188070215}",30,14,-12.142265314237864,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.9588138630945251}",35,11,-71.23392643632292,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.9585293485682455}",25,0,-22.55175936489264,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.9582438755126972}",25,0,-80.64848790789976,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
292,False,"{'a': 0.5, 'e': 0.9579574442133532}",30,0,-67.1298363763724,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.9576700549566448}",30,7,-93.05828415883641,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.9573817080299614}",20,0,-122.1051966880327,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.9570924037216496}",20,14,-6.6819916131885915,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.9568021423210139}",20,0,-96.6267533533122,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.9565109241183156}",20,5,-58.40094260992634,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.9562187494047729}",20,0,-83.29098257313842,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9559256184725605}",20,0,-118.06832470554724,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.9556315316148092}",25,0,-26.574121172208976,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.955336489125606}",25,0,-156.72431696096038,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
302,False,"{'a': 0.5, 'e': 0.9550404912999932}",20,0,-187.9655998204823,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.9547435384339689}",25,0,-152.7557787039458,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
304,False,"{'a': 0.5, 'e': 0.9544456308244855}",25,0,-154.74309055570077,"{0: 12, 1: 7, 2: 3, 3: 1, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.9541467687694509}",25,0,-199.38656995388888,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
306,False,"{'a': 0.5, 'e': 0.9538469525677271}",20,0,-100.61512156242364,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.9535461825191301}",25,16,-18.725905615937712,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.9532444589244301}",25,0,-152.9396440190035,"{0: 11, 1: 5, 2: 6, 3: 2, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.9529417820853506}",25,0,-83.90135723368537,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.9526381523045685}",25,0,-198.28145934651107,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
311,False,"{'a': 0.5, 'e': 0.9523335698857134}",20,0,-164.22574814709046,"{0: 9, 1: 1, 2: 5, 3: 4, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.9520280351333678}",20,0,-102.64372227955592,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.9517215483530664}",20,0,-53.60457353845139,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.9514141098512959}",35,17,-101.72741506050562,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
315,False,"{'a': 0.5, 'e': 0.951105719935495}",20,0,-195.15387094374765,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
316,False,"{'a': 0.5, 'e': 0.9507963789140532}",30,0,-185.38933726506565,"{0: 15, 1: 5, 2: 6, 3: 2, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.9504860870963119}",20,0,-53.40467423694476,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.9501748447925626}",25,0,-44.519875621934915,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.9498626523140478}",25,0,-160.79385123273326,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
320,False,"{'a': 0.5, 'e': 0.9495495099729597}",25,0,-117.39808117660557,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
321,False,"{'a': 0.5, 'e': 0.9492354180824408}",30,0,-201.95178485797456,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
322,False,"{'a': 0.5, 'e': 0.948920376956583}",25,0,-172.8456724092882,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.9486043869104273}",20,0,-142.1594026307285,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.9482874482599637}",25,0,-196.2485760882703,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
325,False,"{'a': 0.5, 'e': 0.9479695613221308}",20,2,-150.7260176184306,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 3}",1
326,False,"{'a': 0.5, 'e': 0.9476507264148157}",30,0,-99.43843781858358,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.9473309438568531}",20,0,-15.818343127941255,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.9470102139680256}",20,0,-107.01183780139873,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.9466885370690631}",25,0,-89.86977113676497,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.9463659134816423}",20,0,-164.41278458751617,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
331,False,"{'a': 0.5, 'e': 0.946042343528387}",20,0,-136.38208254174884,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.9457178275328669}",20,0,-20.160266808083627,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.9453923658195982}",20,0,-198.90112348101727,"{0: 10, 1: 4, 2: 1, 3: 1, 4: 4}",0
334,False,"{'a': 0.5, 'e': 0.9450659587140423}",20,0,-94.82488436948147,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
335,False,"{'a': 0.5, 'e': 0.9447386065426066}",30,0,-171.9419995640203,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
336,False,"{'a': 0.5, 'e': 0.944410309632643}",30,0,-203.01817404935738,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
337,False,"{'a': 0.5, 'e': 0.9440810683124485}",20,0,-162.38933347040827,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
338,False,"{'a': 0.5, 'e': 0.9437508829112643}",25,0,-139.10906390962322,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.9434197537592759}",25,0,-68.62321860186216,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.9430876811876123}",30,9,-171.86857710842705,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 4}",1
341,False,"{'a': 0.5, 'e': 0.9427546655283462}",25,0,-85.1199230156842,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.9424207071144931}",20,10,-21.589286499164256,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.9420858062800114}",20,8,-25.919254324175007,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.9417499633598019}",20,0,-74.9801641774174,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.9414131786897075}",25,0,-173.90829275447027,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.941075452606513}",20,0,-101.78571428985363,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.9407367854479443}",30,0,-134.66839900140383,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.9403971775526684}",25,2,-165.5271546276463,"{0: 11, 1: 3, 2: 5, 3: 2, 4: 2}",1
349,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,5,-67.0849627474699,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.9397151409113674}",25,9,-53.951338782821495,"{0: 8, 1: 5, 2: 2, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.9393727128473789}",25,0,-187.59637181856468,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.9390293454107558}",20,0,-150.18399943486696,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.9386850389448655}",20,0,-48.58998059522653,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.9383397937940146}",20,0,-138.292369153311,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
355,False,"{'a': 0.5, 'e': 0.937993610303448}",25,0,-36.206944824961404,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.9376464888193493}",20,0,-129.21385231555917,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.9372984296888399}",25,0,-68.76630035549888,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.9369494332599789}",25,0,-91.7652908986889,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.9365994998817627}",30,0,-156.75180370449604,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.9362486299041247}",20,0,-155.20651082470005,"{0: 9, 1: 5, 2: 2, 3: 2, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.9358968236779348}",25,0,-115.74727908153785,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.9355440815549994}",30,0,-85.75022357599885,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.9351904038880602}",20,8,5.70148255222527,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.9348357910307951}",30,10,-56.36729437502302,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.9344802433378168}",20,0,-107.7275927931987,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.9341237611646731}",25,0,-200.72932382094024,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
367,False,"{'a': 0.5, 'e': 0.933766344867846}",30,0,-90.8643867429516,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.933407994804752}",25,0,-120.27539461178742,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
