trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1416,False,"{'a': 0.5, 'e': 0.15516683031459658}",20,0,-62.04800825572766,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1417,False,"{'a': 0.5, 'e': 0.15417886461532546}",25,2,38.86767981027531,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.15319074473720237}",20,5,31.07293230229414,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.5, 'e': 0.15220247166834752}",25,13,22.781370345145657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.5, 'e': 0.15121404639703348}",30,4,22.59833051953298,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1421,False,"{'a': 0.5, 'e': 0.15022546991168584}",20,14,-11.560441351176753,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1422,False,"{'a': 0.5, 'e': 0.1492367432008806}",20,7,18.80106047137144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.14824786725334482}",20,16,6.593658763686996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.5, 'e': 0.1472588430579539}",30,10,16.959449369852504,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.14626967160373244}",20,1,-32.821139279489465,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1426,False,"{'a': 0.5, 'e': 0.14528035387985133}",25,0,22.210940001699,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1427,False,"{'a': 0.5, 'e': 0.14429089087562866}",25,11,-78.0769210890127,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
1428,False,"{'a': 0.5, 'e': 0.14330128358052693}",25,12,23.37230825984408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.14231153298415378}",20,7,17.79543966713484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.5, 'e': 0.1413216400762593}",30,15,29.624546476760703,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.5, 'e': 0.1403316058467367}",30,0,30.125025808476522,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
1432,False,"{'a': 0.5, 'e': 0.13934143128561977}",20,6,13.755309727701755,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.13835111738308337}",20,15,1.0887289263651645,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.5, 'e': 0.1373606651294409}",20,0,30.476203965851717,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1435,False,"{'a': 0.5, 'e': 0.13637007551514496}",25,14,-4.713068888856071,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.13537934953078465}",20,0,24.281973046330776,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1437,False,"{'a': 0.5, 'e': 0.13438848816708632}",25,18,-30.996292933093766,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1438,False,"{'a': 0.5, 'e': 0.13339749241491078}",20,9,-33.41116070651164,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1439,False,"{'a': 0.5, 'e': 0.13240636326525418}",20,15,1.382581274342185,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.5, 'e': 0.13141510170924514}",35,27,11.916238064357728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.5, 'e': 0.13042370873814554}",35,24,0.15469245182149471,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.5, 'e': 0.12943218534334786}",30,8,-28.435443852324354,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
1443,False,"{'a': 0.5, 'e': 0.12844053251637583}",25,1,28.199726136837434,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.5, 'e': 0.12744875124888178}",20,0,22.093773991843143,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1445,False,"{'a': 0.5, 'e': 0.12645684253264733}",25,0,-23.315716515815822,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1446,False,"{'a': 0.5, 'e': 0.12546480735958065}",20,0,8.270963090755648,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1447,False,"{'a': 0.5, 'e': 0.12447264672171729}",30,11,28.177497051853454,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.5, 'e': 0.12348036161121737}",20,0,28.09454232722359,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1449,False,"{'a': 0.5, 'e': 0.12248795302036633}",30,0,44.7592109254337,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1450,False,"{'a': 0.5, 'e': 0.12149542194157227}",25,16,10.971619304330154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.5, 'e': 0.1205027693673666}",20,0,-3.017078415707079,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1452,False,"{'a': 0.5, 'e': 0.1195099962904014}",25,16,15.385061036920078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.5, 'e': 0.11851710370345009}",30,18,-0.4784689387886303,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1454,False,"{'a': 0.5, 'e': 0.11752409259940473}",20,8,18.145705313500564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.5, 'e': 0.11653096397127677}",30,8,23.68614684754746,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1456,False,"{'a': 0.5, 'e': 0.11553771881219435}",20,12,11.415703635946029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.5, 'e': 0.11454435811540295}",20,10,20.783835712147816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.5, 'e': 0.11355088287426277}",20,6,17.873767790443434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.5, 'e': 0.11255729408224939}",25,18,9.862121665095783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.5, 'e': 0.11156359273295109}",25,11,21.757620644507618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.5, 'e': 0.11056977982006957}",30,8,34.407876740712915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.5, 'e': 0.10957585633741725}",30,0,-3.9810684624219226,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
1463,False,"{'a': 0.5, 'e': 0.10858182327891791}",20,12,16.23976525132555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.5, 'e': 0.10758768163860413}",25,17,-33.87566505585335,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1465,False,"{'a': 0.5, 'e': 0.10659343241061792}",25,15,3.887806043728179,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1466,False,"{'a': 0.5, 'e': 0.10559907658920793}",30,11,12.652923426479761,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1467,False,"{'a': 0.5, 'e': 0.10460461516873039}",25,16,14.70444138256772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.5, 'e': 0.10361004914364617}",25,12,-1.1412377074485807,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1469,False,"{'a': 0.5, 'e': 0.10261537950852166}",25,16,14.283778349430442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.5, 'e': 0.10162060725802598}",20,0,5.834643943287899,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1471,False,"{'a': 0.5, 'e': 0.10062573338693172}",20,0,29.82990741452879,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1472,False,"{'a': 0.5, 'e': 0.09963075889011225}",25,14,22.58974347768216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.5, 'e': 0.0986356847625424}",30,22,16.976828696425585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.5, 'e': 0.0976405119992958}",20,2,-20.713230296877757,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1475,False,"{'a': 0.5, 'e': 0.09664524159554555}",25,8,32.034361468871275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.5, 'e': 0.09564987454656154}",30,13,28.95140382792308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.5, 'e': 0.09465441184771117}",25,3,37.29170906128335,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.5, 'e': 0.09365885449445663}",20,15,3.040573690706668,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.5, 'e': 0.09266320348235561}",25,8,-6.9683983437893,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1480,False,"{'a': 0.5, 'e': 0.09166745980705861}",25,18,15.464171361520947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.5, 'e': 0.09067162446430967}",25,18,-10.824959635531068,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1482,False,"{'a': 0.5, 'e': 0.0896756984499436}",25,0,37.33488159944701,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1483,False,"{'a': 0.5, 'e': 0.08867968275988676}",30,15,23.268307662567327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.5, 'e': 0.08768357839015435}",20,8,12.612398161298344,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1485,False,"{'a': 0.5, 'e': 0.08668738633685107}",20,0,25.496543158001828,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1486,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,9,19.412806973444386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.5, 'e': 0.08469474316438559}",25,14,10.518237814624118,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1488,False,"{'a': 0.5, 'e': 0.08369829403786642}",30,18,20.530623665417217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.5, 'e': 0.0827017612130604}",25,0,32.163339613338174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1490,False,"{'a': 0.5, 'e': 0.08170514568649984}",20,0,-37.945186288631305,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1491,False,"{'a': 0.5, 'e': 0.08070844845480062}",25,0,33.963578416762154,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.5, 'e': 0.07971167051465945}",25,13,16.715969084121394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.5, 'e': 0.07871481286285463}",30,0,42.79177214056205,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1494,False,"{'a': 0.5, 'e': 0.07771787649624329}",30,21,16.823478787942886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.5, 'e': 0.07672086241176214}",20,8,18.237243797151447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.5, 'e': 0.07572377160642475}",25,8,33.56120941269082,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.5, 'e': 0.0747266050773223}",20,8,21.050966430469508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.5, 'e': 0.07372936382162078}",20,3,18.50464664322192,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.5, 'e': 0.07273204883656179}",30,13,-19.6347714986332,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1500,False,"{'a': 0.5, 'e': 0.07173466111945981}",20,12,15.118429855069259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.5, 'e': 0.0707372016677029}",25,17,-4.379086304113452,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1502,False,"{'a': 0.5, 'e': 0.06973967147875001}",20,16,6.696592312069271,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.5, 'e': 0.06874207155013166}",20,8,19.020774311326996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.5, 'e': 0.06774440287944727}",25,14,-26.10141405776266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1505,False,"{'a': 0.5, 'e': 0.06674666646436589}",20,0,7.317634561065139,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1506,False,"{'a': 0.5, 'e': 0.06574886330262336}",25,17,14.9696891353396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.5, 'e': 0.06475099439202324}",20,8,22.527728078223433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.5, 'e': 0.0637530607304339}",20,12,16.34006764604577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.5, 'e': 0.06275506331578937}",25,18,10.019639164405838,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.5, 'e': 0.06175700314608652}",20,16,5.933524779086444,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.5, 'e': 0.0607588812193859}",25,7,30.44251525347285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.5, 'e': 0.0597606985338089}",25,20,11.328402796398164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.5, 'e': 0.058762456087538564}",20,12,13.529249123053711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.5, 'e': 0.05776415487881682}",20,3,13.573871015318465,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1515,False,"{'a': 0.5, 'e': 0.05676579590594523}",20,12,7.906400253435797,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.5, 'e': 0.05576738016728225}",25,11,23.8106383684537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.5, 'e': 0.05476890866124396}",20,4,25.642572893072757,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.5, 'e': 0.05377038238630136}",20,7,-0.627458144406817,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1519,False,"{'a': 0.5, 'e': 0.05277180234098107}",30,7,38.55651962532039,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.5, 'e': 0.05177316952386262}",25,16,0.0034270130748246252,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1521,False,"{'a': 0.5, 'e': 0.05077448493357918}",30,11,34.34313491142621,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.5, 'e': 0.049775749568814816}",20,4,24.674443584363488,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.5, 'e': 0.04877696442830525}",25,13,23.52265020148794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.5, 'e': 0.047778130510835105}",25,17,12.817092516124541,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.5, 'e': 0.04677924881523865}",20,12,0.5059427154506198,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1526,False,"{'a': 0.5, 'e': 0.04578032034039706}",20,0,28.389414430468463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1527,False,"{'a': 0.5, 'e': 0.044781346085239156}",25,0,33.88531509366934,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1528,False,"{'a': 0.5, 'e': 0.04378232704873868}",20,10,19.234972716526773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.5, 'e': 0.04278326422991503}",25,9,28.653054587099053,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.5, 'e': 0.0417841586278305}",25,17,17.86133693837604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.5, 'e': 0.040785011241591035}",30,3,41.999863985167224,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.5, 'e': 0.03978582307034351}",20,11,18.2173774339493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.5, 'e': 0.038786595113276444}",30,14,30.418554827885096,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.5, 'e': 0.03778732836961728}",25,0,33.68212617712148,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.5, 'e': 0.036788023838633124}",25,11,22.44814681029648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.5, 'e': 0.03578868251962797}",30,9,30.895673687996236,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.5, 'e': 0.03478930541194349}",25,9,25.351589934291972,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.5, 'e': 0.03378989351495651}",20,13,11.855079421346616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.5, 'e': 0.032790447828078606}",25,0,25.886012522787116,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1540,False,"{'a': 0.5, 'e': 0.03179096935075582}",25,16,16.760037323239015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.5, 'e': 0.030791459082466124}",20,1,25.080838494397334,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.5, 'e': 0.029791918022720125}",35,20,23.127192710232745,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.5, 'e': 0.028792347171058368}",20,16,7.645221046142384,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.5, 'e': 0.027792747527052058}",20,8,19.43652401312789,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.5, 'e': 0.026793120090300316}",20,3,22.046811987889253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.5, 'e': 0.02579346586043094}",30,18,22.76297663761442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.5, 'e': 0.02479378583709763}",25,15,15.82468288656871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.5, 'e': 0.02379408101998077}",25,17,13.517940373353053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.5, 'e': 0.022794352408784652}",25,10,24.183577472611837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.5, 'e': 0.021794601003238247}",20,0,24.8423899841679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1551,False,"{'a': 0.5, 'e': 0.02079482780309243}",25,12,24.991912939965204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.5, 'e': 0.01979503380812077}",20,3,33.60901512159455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.5, 'e': 0.018795220018116725}",20,0,23.138904316945087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1554,False,"{'a': 0.5, 'e': 0.017795387432894452}",30,2,45.626804550801886,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.5, 'e': 0.016795537052286005}",30,14,28.63592208517543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.5, 'e': 0.01579566987614213}",25,0,44.21336349005226,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1557,False,"{'a': 0.5, 'e': 0.01479578690432947}",35,11,40.89662561626707,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.5, 'e': 0.013795889136731363}",20,7,13.761944688173388,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.5, 'e': 0.012795977573245047}",25,15,16.3113506554032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.5, 'e': 0.011796053213782446}",25,18,9.36063553346805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.5, 'e': 0.010796117058267392}",20,0,29.852096814831178,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.5, 'e': 0.009796170106636401}",25,0,39.4805105055338,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,3,27.73189695603779,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,3,26.578259135720963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,0,25.78616421337818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,5,23.790918971767468,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,10,26.967005239504253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,3,27.65757698360264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,8,20.296193382613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,9,19.515683357077734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,0,42.58068027777569,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",30,0,43.304557546125515,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0.0, 'e': 0.0}",20,6,26.027447382849218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,19,10.928903462650094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,12,16.330301635363128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,8,24.047775665030155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,13,14.020476910207549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,3,26.399591552143363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,0,29.632939358094323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0.0, 'e': 0.0}",20,3,24.940019056358572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,15,8.752437665001223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,14,18.578718517040425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",30,13,27.030783176279204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",20,16,5.448743917565915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",25,7,30.589952900867566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",20,16,9.218118378979772,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,0,31.65212352327357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0.0, 'e': 0.0}",25,17,14.072813880731747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",25,20,9.438915682978848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",20,14,9.984067513242758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",25,0,25.544133576785427,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,True,"{'a': 0.0, 'e': 0.0}",25,17,15.970864292691587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,2,26.310087780636053,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,17,18.587567201585333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",20,0,25.76918668855406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
34,True,"{'a': 0.0, 'e': 0.0}",20,13,15.942792224828036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",30,0,41.509975764570946,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,True,"{'a': 0.0, 'e': 0.0}",20,9,20.602603809972784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",35,9,36.135735880539436,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",25,8,30.26707333133364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",20,10,22.694917747775182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
